,movienames,movieinfo,movietag,movierate,movieid
4138,公牛历险记 Ferdinand,"{'类型': [' 喜剧 ', ' 动画 ', ' 冒险'], '主演': [' 约翰·塞纳 ', ' 吉娜·罗德里格兹 ', ' 鲍比·坎纳瓦尔 ', ' 安东尼·安德森 ', ' 戴维德·迪格斯 ', ' 莎莉·菲利普斯 ', ' 米格尔·安赫尔·西尔维斯特 ', ' 波瑞斯·科乔 ', ' 杰洛德·卡尔迈克 ', ' 劳尔·埃斯帕扎 ', ' 加布里埃尔·伊格莱西亚斯 ', ' 弗卢拉·博格 ', ' 卡洛斯·沙尔丹哈 ', ' 卡拉·马丁內斯更多...'], '上映日期': ' 2018-01-19(中国大陆) / 2017-12-15(美国)', '编剧': ' 罗伯特·L·贝尔德 / 蒂姆·费德勒尔 / 布拉德·科普兰 / 罗恩·伯奇 / 大卫·基德 / 唐·莱默 / 曼罗·里夫 / 罗伯特·劳森', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 卡洛斯·沙尔丹哈'}","['动画', '美国', '喜剧', '冒险', '2017', '二十世纪福克斯', 'BlueSky', '奇幻']",7.8,54117
4139,正义联盟：战争 Justice League: War,"{'类型': [' 动作 ', ' 科幻 ', ' 动画 ', ' 奇幻 ', ' 冒险'], '主演': [' 西恩·奥斯汀 ', ' 扎克·卡利森 ', ' 克里斯托弗·戈勒姆 ', ' 贾斯汀·柯克 ', ' 米歇尔·莫纳汉 ', ' 谢默·摩尔 ', ' 杰森·奥玛拉 ', ' 艾伦·图代克 ', ' 史蒂夫·布卢姆 ', ' 迪·布拉雷·贝克尔 ', ' 洛奇·卡罗尔 ', ' 艾恩·格拉法德 ', ' Melique Berger ', ' Kimberly Brooks ', ' Georgie Kidder更多...'], '上映日期': ' 2014-02-04(美国)', '编剧': ' 希思·科森 / 乔夫·琼斯 / 比尔·芬格 / 吉姆·李 / Scott Williams', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 杰伊·欧力瓦'}","['DC', '动画', '美国', '超级英雄', '漫画改编', '2014', '科幻', 'New52']",7.7,54118
4140,理智与情感 Sense and Sensibility,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 艾玛·汤普森 ', ' 凯特·温丝莱特 ', ' 杰玛·琼斯 ', ' 休·格兰特 ', ' 汤姆·威尔金森 ', ' 艾伦·瑞克曼 ', ' 格雷·怀斯 ', ' 詹姆斯·弗雷特 ', ' 哈丽特·瓦尔特 ', ' 伊丽莎白·斯普里格斯 ', ' 罗伯特·哈迪 ', ' Isabelle Amyes ', ' 艾美达·斯丹顿 ', ' 伊莫金·斯塔布斯 ', ' 休·劳瑞 ', ' 理查德·拉姆斯登 ', ' 奥利弗·福德·戴维斯 ', ' 埃米莉·弗朗索瓦 ', ' 伊恩·布林布尔 ', ' 洛内·维达更多...'], '上映日期': ' 1995-12-13(加拿大) / 1996-01-26(美国) / 1996-02-23(英国)', '编剧': ' 简·奥斯汀 / 艾玛·汤普森', '语言': [' 英语 ', ' 法语'], '制片国家/地区': ' 美国 / 英国', '导演': ' 李安'}","['李安', '英国', '名著改编', '爱情', '经典', 'KateWinslet', '美国', '美国电影']",8.3,54119
4141,极寒之城 Atomic Blonde,"{'类型': [' 动作 ', ' 悬疑 ', ' 惊悚'], '主演': [' 查理兹·塞隆 ', ' 詹姆斯·麦卡沃伊 ', ' 埃迪·马森 ', ' 约翰·古德曼 ', ' 托比·琼斯 ', ' 詹姆斯·福克纳 ', ' 罗兰·默勒 ', ' 索菲亚·波多拉 ', ' 比尔·斯卡斯加德 ', ' 山姆·哈格雷夫 ', ' 约翰内斯·豪克尔·约翰内森 ', ' 蒂尔·施威格 ', ' 巴巴拉·苏科瓦 ', ' 阿提拉·阿帕 ', ' 马丁·安格鲍尔 ', ' 莉莉·格斯勒更多...'], '上映日期': ' 2017-03-12(西南偏南电影节) / 2017-07-28(美国)', '编剧': ' 库尔特·约恩斯塔德 / 安东尼·约翰逊 / 萨姆·哈特', '语言': [' 英语 ', ' 德语 ', ' 俄语 ', ' 瑞典语'], '制片国家/地区': ' 美国 / 德国 / 瑞典', '导演': ' 大卫·雷奇'}","['动作', '特工', '美国', '间谍', '悬疑', '2017', '冷战', '女性']",7.1,54120
4142,男神与女神的罗曼史 Les amours d'Astrée et de Céladon,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 安迪·吉雷 ', ' 塞西尔·卡塞尔 ', ' Serge Renko ', ' Véronique Reymond ', ' Stéphanie Crayencour'], '上映日期': ' 2007-09-05', '编剧': ' 埃里克·侯麦', '语言': [' 法语'], '制片国家/地区': ' 法国 / 意大利 / 西班牙', '导演': ' 埃里克·侯麦'}","['法国', '侯麦', '爱情', '法国电影', 'EricRohmer', 'Eric_Rohmer', '2007', '古装']",7.0,54121
4143,封神榜,"{'类型': [' 奇幻'], '主演': [' 梁丽 ', ' 张续成 ', ' 唐远之'], '编剧': ' 鱼尚承 / 强小陆', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 强小陆 / 鱼尚承'}","['封神榜', '电视剧', '国产电视剧', 'Cult', '1989', '中国', '大陆', '很好，很前卫']",7.6,54122
4144,没有玫瑰的花店 薔薇のない花屋,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 香取慎吾 ', ' 竹内结子 ', ' 八木优希 ', ' 释由美子 ', ' 松田翔太 ', ' 三浦友和 ', ' 寺岛进 ', ' 池内淳子 ', ' 本仮屋唯佳更多...'], '编剧': ' 野岛伸司', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 中江功 / 西坂瑞城'}","['日剧', '香取慎吾', '竹内结子', '蔷薇のない花屋', '野岛伸司', '松田翔太', '日本', '08冬']",8.6,54123
4145,金刚：骷髅岛 Kong: Skull Island,"{'类型': [' 动作 ', ' 奇幻 ', ' 冒险'], '主演': [' 汤姆·希德勒斯顿 ', ' 布丽·拉尔森 ', ' 塞缪尔·杰克逊 ', ' 约翰·古德曼 ', ' 景甜 ', ' 约翰·C·赖利 ', ' 托比·凯贝尔 ', ' 科里·霍金斯 ', ' 汤姆·威尔金森 ', ' 托马斯·曼 ', ' 杰森·米切尔 ', ' 谢伊·惠格姆 ', ' 约翰·奥提兹 ', ' 尤金·科德罗更多...'], '上映日期': ' 2017-03-24(中国大陆) / 2017-02-28(伦敦首映) / 2017-03-10(美国)', '编剧': ' 麦克思·鲍伦斯坦 / 约翰·盖汀斯 / 丹·吉尔罗伊 / 德里克·康纳利', '语言': [' 英语 ', ' 越南语 ', ' 日语'], '制片国家/地区': ' 美国 / 中国大陆 / 澳大利亚 / 加拿大', '导演': ' 乔丹·沃格特-罗伯茨'}","['金刚', '美国', '怪兽', '冒险', '科幻', '2017', '动作', '奇幻']",6.6,54124
4146,解忧杂货铺,"{'制片国家/地区': ' 中国大陆', '主演': [' 韩冰 ', ' 许言 ', ' 张博楠'], '上映日期': ' 2016-12-30(中国大陆)', '导演': ' 富淞皓'}","['东野圭吾', '剧情满分，演技感人', '王俊凯', '治愈', '人生哲学', '温暖', '剧情', '亲情']",5.3,54125
4147,浴血黑帮 第四季 Peaky Blinders Season 4,"{'类型': [' 剧情 ', ' 犯罪'], '主演': [' 基里安·墨菲 ', ' 汤姆·哈迪 ', ' 保罗·安德森 ', ' 艾德里安·布洛迪 ', ' 乔·科尔 ', ' 艾丹·吉伦 ', ' 海伦·麦克洛瑞 ', ' 夏莉·墨菲 ', ' 托比·阿尔莫 ', ' 芬恩·科尔 ', ' 艾咪费欧‧爱德华兹 ', ' 詹姆斯·布罗格登 ', ' 安德鲁·卡利 ', ' 詹森·克拉克 ', ' 马特·埃默里 ', ' 苏菲·兰朵 ', ' 安德鲁·杰弗森-蒂尔尼 ', ' 约瑟夫·朗 ', ' Jake J. Meniani更多...'], '编剧': ' 斯蒂文·奈特', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 大卫·卡弗里'}","['英剧', '黑帮', 'BBC', '犯罪', '英国', '2017', '剧情', '电视剧']",9.3,54126
4148,古畑任三郎完结篇 重生之死 古畑任三郎ファイナル 今、甦る死,"{'类型': [' 悬疑 ', ' 犯罪'], '主演': [' 田村正和 ', ' 西村雅彦 ', ' 石井正则 ', ' 石坂浩二 ', ' 藤原竜也 ', ' イチロー ', ' 松嶋菜々子更多...'], '上映日期': ' 2006-01-03(日本)', '编剧': ' 三谷幸喜', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 星護'}","['日剧', '古畑任三郎', '推理', '田村正和', '日本', '悬疑', '看过的电视剧', '松岛菜菜子']",9.0,54127
4149,龙争虎斗 Enter the Dragon,"{'类型': [' 剧情 ', ' 动作 ', ' 惊悚 ', ' 犯罪'], '主演': [' 李小龙 ', ' 石坚 ', ' 茅瑛 ', ' 吉米·凯利 ', ' 乔宏 ', ' 洪金宝 ', ' 成龙 ', ' 元华更多...'], '上映日期': ' 1973-07-26', '编剧': ' Michael Allin', '语言': [' 英语 ', ' 粤语'], '制片国家/地区': ' 美国 / 香港', '导演': ' 罗伯特·高洛斯'}","['李小龙', '动作', '香港', '功夫', '香港电影', '1973', '美国', '功夫片']",8.1,54128
4150,总统班底 All the President's Men,"{'类型': [' 剧情 ', ' 惊悚 ', ' 历史'], '主演': [' 达斯汀·霍夫曼 ', ' 罗伯特·雷德福 ', ' 杰克·瓦尔登 ', ' 马丁·鲍尔萨姆 ', ' 哈尔·霍尔布鲁克 ', ' F·默里·亚伯拉罕 ', ' 简·亚历山大 ', ' 杰森·罗巴兹更多...'], '上映日期': ' 1976-04-09', '编剧': ' 威廉姆·高德曼', '语言': [' 英语 ', ' 西班牙语'], '制片国家/地区': ' 美国', '导演': ' 艾伦·J·帕库拉'}","['美国', '政治', '历史', '新闻自由', 'DustinHoffman', '美国电影', '达斯汀·霍夫曼', '新闻']",7.9,54129
4151,弗兰兹 Frantz,"{'类型': [' 剧情 ', ' 爱情 ', ' 历史 ', ' 战争'], '主演': [' 皮埃尔·尼内 ', ' 葆拉·贝尔 ', ' 恩斯特·施托兹 ', ' 玛丽·格鲁伯 ', ' 约翰·冯·比罗 ', ' 安东·范·卢克 ', ' 谢丽埃勒·克莱尔 ', ' 阿丽斯·德·朗克桑 ', ' 阿克塞尔·旺克 ', ' 赖纳·埃格 ', ' 赖纳·希尔贝斯奈德 ', ' 梅林·罗斯更多...'], '上映日期': ' 2016-09-03(威尼斯电影节) / 2016-09-07(法国)', '编剧': ' 弗朗索瓦·欧容 / 菲利普·皮亚佐', '语言': [' 法语 ', ' 德语'], '制片国家/地区': ' 法国 / 德国', '导演': ' 弗朗索瓦·欧容'}","['法国', '爱情', '战争', '文艺', '德国', '剧情', '黑白', '2016']",8.2,54130
4152,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,"{'类型': [' 剧情 ', ' 战争'], '主演': [' 乔·阿尔文 ', ' 加内特·赫德兰 ', ' 克里斯汀·斯图尔特 ', ' 范·迪塞尔 ', ' 李淳 ', ' 麦肯兹·利 ', ' 史蒂夫·马丁 ', ' 克里斯·塔克 ', ' 本·普拉特 ', ' 阿图罗·卡斯特罗 ', ' 亚斯特罗 ', ' 博·纳普 ', ' 伊斯梅尔·克鲁斯·科尔多瓦 ', ' 巴尼·哈里斯 ', ' 布鲁斯·麦金农更多...'], '上映日期': ' 2016-11-11(中国大陆) / 2016-10-14(纽约电影节) / 2016-11-18(美国)', '编剧': ' 让-克里斯托弗·卡斯特里 / 本·方丹', '语言': [' 英语'], '制片国家/地区': ' 美国 / 英国 / 中国大陆', '导演': ' 李安'}","['战争', '美国', '人性', '剧情', '2016', '成长', '120帧', '小说改编']",8.4,54131
4153,天堂的颜色 رنگ از بهشت,"{'类型': [' 剧情 ', ' 家庭'], '主演': [' 侯赛因·马哈古 ', ' Mohsen Ramezani ', ' Salameh Feyzi'], '上映日期': ' 1999-02-08(伊朗)', '编剧': ' 马基德·马基迪', '语言': [' 波斯语'], '制片国家/地区': ' 伊朗', '导演': ' 马基德·马基迪'}","['伊朗', '伊朗电影', '儿童', '天堂的颜色', '成长', '童年', '孩子', '电影']",8.7,54132
4154,心理罪之城市之光,"{'类型': [' 动作 ', ' 悬疑 ', ' 犯罪'], '主演': [' 邓超 ', ' 阮经天 ', ' 刘诗诗 ', ' 文淇 ', ' 林嘉欣 ', ' 郭京飞 ', ' 雷米 ', ' 马苏更多...'], '上映日期': ' 2017-12-22(中国大陆)', '编剧': ' 徐纪周 / 雷米(原著)', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆 / 香港', '导演': ' 徐纪周'}","['犯罪', '悬疑', '推理', '心理', '小说改编', '中国大陆', '2017', '剧情']",6.1,54133
4155,最佳出价 La migliore offerta,"{'类型': [' 剧情 ', ' 爱情 ', ' 悬疑'], '主演': [' 杰弗里·拉什 ', ' 吉姆·斯特吉斯 ', ' 西尔维娅·侯克斯 ', ' 唐纳德·萨瑟兰 ', ' 菲利普·杰克森 ', ' 德尔莫特·克劳利 ', ' 基努娜·斯塔梅尔 ', ' 莉亚·科贝德 ', ' 肖恩·布坎纳更多...'], '上映日期': ' 2013-01-01(意大利)', '编剧': ' 朱塞佩·托纳多雷', '语言': [' 英语'], '制片国家/地区': ' 意大利', '导演': ' 朱塞佩·托纳多雷'}","['悬疑', '意大利', '剧情', '爱情', '朱塞佩·托纳多雷', '意大利电影', '人性', '2013']",8.3,54134
4156,男孩与鞋子 A Boy and His Shoe,"{'制片国家/地区': ' 英国', '类型': [' 剧情'], '编剧': ' 阿方索·卡隆 / 霍纳斯·夸隆', '语言': [' 法语 ', ' 英语']}","['CharlotteGainsbourg', '未上映2017', 'Guillaume', 'Canet', '英国', '美国', '法国电影', '法国']",,54135
4157,一页台北 一頁台北,"{'类型': [' 喜剧 ', ' 爱情'], '主演': [' 郭采洁 ', ' 姚淳耀 ', ' 张孝全 ', ' 杨祐宁 ', ' 柯宇纶 ', ' 高凌风 ', ' 高捷 ', ' 姜康哲 ', ' 曾佩瑜更多...'], '上映日期': ' 2010-04-02', '编剧': ' 陈骏霖', '语言': [' 汉语普通话 ', ' 闽南语'], '制片国家/地区': ' 台湾 / 美国', '导演': ' 陈骏霖'}","['台湾电影', '台湾', '青春', '一页台北', '爱情', '郭采洁', '张孝全', '2010']",6.6,54136
4158,苏州河,"{'类型': [' 剧情 ', ' 爱情'], '主演': [' 周迅 ', ' 贾宏声 ', ' 华仲凯 ', ' 姚安濂 ', ' 耐安 '], '上映日期': ' 2000-09-07(香港)', '编剧': ' 娄烨', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国 / 德国', '导演': ' 娄烨'}","['娄烨', '周迅', '文艺', '爱情', '苏州河', '中国电影', '大陆', '中国']",7.9,54137
4159,食梦者 バクマン。,"{'类型': [' 喜剧'], '主演': [' 佐藤健 ', ' 神木隆之介 ', ' 小松菜奈 ', ' 桐谷健太 ', ' 新井浩文 ', ' 皆川猿时 ', ' 山田孝之 ', ' 宫藤官九郎 ', ' 中川雅也 ', ' 染谷将太更多...'], '上映日期': ' 2015-10-03(日本)', '编剧': ' 小畑健 / 大场鸫', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 大根仁'}","['日本', '漫画改编', '日本电影', '佐藤健', '神木隆之介', '2015', '日影', '电影']",7.7,54138
4160,"我，机器人 I, Robot","{'类型': [' 动作 ', ' 科幻 ', ' 悬疑 ', ' 惊悚'], '主演': [' 威尔·史密斯 ', ' 布丽姬·穆娜 ', ' 艾伦·图代克 ', ' 布鲁斯·格林伍德 ', ' Adrian Ricard ', ' 齐·麦克布赖德 ', ' 杰瑞·瓦塞尔曼 ', ' Fiona Hogan ', ' Peter Shinkoda更多...'], '上映日期': ' 2004-07-16(美国)', '编剧': ' Jeff Vintar / 阿齐瓦·高斯曼 / 艾萨克·阿西莫夫', '语言': [' 英语'], '制片国家/地区': ' 美国 / 德国', '导演': ' 亚历克斯·普罗亚斯'}","['科幻', '美国', 'WillSmith', '机器人', '动作', '威尔·史密斯', '美国电影', '2004']",7.9,54139
4161,羞耻 Shame,"{'类型': [' 剧情 ', ' 情色'], '主演': [' 迈克尔·法斯宾德 ', ' 凯瑞·穆里根 ', ' 妮可·贝哈瑞  ', ' 露西·沃特斯 ', ' 詹姆斯·戴尔 ', ' 亚历克斯·马内塔 ', ' 汉娜·韦尔 ', ' Mari-Ange Ramirez ', ' 伊丽莎白·马苏茨 ', ' 马尔塔·米兰斯 ', ' Robert Montano更多...'], '上映日期': ' 2011-09-04(威尼斯电影节) / 2012-01-13(英国)', '编剧': ' 史蒂夫·麦奎因 / 艾比·摩根', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 史蒂夫·麦奎因'}","['英国', '情色', '人性', '剧情', '伦理', '心理', '2011', '文艺']",7.3,54140
4162,国家宝藏,"{'制片国家/地区': ' 中国大陆', '类型': [' 历史 ', ' 真人秀'], '主演': [' 张国立 ', ' 李晨 ', ' 王凯 ', ' 梁家辉 ', ' 刘涛 ', ' 易烊千玺 ', ' 段奕宏 ', ' 秦海璐 ', ' 撒贝宁 ', ' 马苏 ', ' 单霁翔 ', ' 李仲谋 ', ' 龚良 ', ' 段晓明 ', ' 马萧林 ', ' 强跃 ', ' 万全文 ', ' 蔡琴 ', ' 马宝杰 ', ' 任万平 ', ' 方勤 ', ' 王刚 ', ' 何炅 ', ' 陈晓 ', ' 刘奕君 ', ' 郭涛 ', ' 雷佳音 ', ' 关晓彤 ', ' 蔡国庆 ', ' 蔡轩正 ', ' 任重 ', ' 宁静 ', ' 杨志刚 ', ' 那英更多...'], '语言': [' 汉语普通话'], '导演': ' 于蕾'}","['历史', '文化', '博物馆', '文物', '传承', '纪录片', '央视', '综艺']",9.1,54141
4163,形影不离,"{'类型': [' 剧情 ', ' 喜剧 ', ' 悬疑'], '主演': [' 凯文·史派西 ', ' 吴彦祖 ', ' 龚蓓苾 ', ' 闫妮 ', ' 彼得·斯特曼 ', ' 曾江 ', ' 张默更多...'], '上映日期': ' 2012-05-04(中国大陆) / 2011-10-08(釜山电影节)', '编剧': ' 伍仕贤', '语言': [' 英语 ', ' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 伍仕贤'}","['中国', '大陆', '喜剧', '剧情', '2012', '悬疑', '国产电影', '内地']",5.9,54142
4164,雪国,"{'类型': [' 剧情'], '主演': [' 池部良 ', ' 岸恵子 ', ' 八千草薰'], '上映日期': ' 1957-04-27(日本)', '编剧': ' 八住利雄 / 川端康成', '语言': [' 日语'], '制片国家/地区': ' 日本', '导演': ' 丰田四郎'}","['川端康成', '日本', '日本电影', '丰田四郎', '雪国', '名著改编', '岸惠子', '1950s']",7.9,54143
4165,最强大脑 第三季,"{'制片国家/地区': ' 中国大陆', '类型': [' 真人秀'], '主演': [' 蒋昌建 ', ' 魏坤琳 ', ' 陶晶莹 ', ' 张召忠 ', ' 郭敬明'], '语言': [' 汉语普通话']}","['综艺', '真人秀', '最强大脑', '科学', '中国', '2016', '大陆', '第三季']",7.8,54144
4166,最后一个男人 第一季 The Last Man on Earth Season 1,"{'类型': [' 喜剧 ', ' 动作 ', ' 科幻'], '主演': [' 威尔·福特 ', ' 克利欧佩特拉·科尔曼 ', ' 詹纽瑞·琼斯 ', ' 克里斯汀·沙尔 ', ' Mel Rodriguez'], '编剧': ' 威尔·福特 / Andy Bobrow / Emily Spivey', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 菲尔·罗德 / 克里斯托弗·米勒 / 彼得·阿特西奥 / Jason Woliner'}","['美剧', '喜剧', '美国', '科幻', '电视剧', '黑色幽默', '看过的电视剧', '2015']",7.1,54145
4167,钢琴教师 La pianiste,"{'类型': [' 剧情 ', ' 惊悚'], '主演': [' 伊莎贝尔·于佩尔 ', ' 伯努瓦·马吉梅尔 ', ' 安妮·吉拉尔多 ', ' 苏珊娜·洛塔尔 ', ' 乌多·萨梅尔 ', ' Anna Sigalevitch更多...'], '上映日期': ' 2001-09-05(法国)', '编剧': ' 迈克尔·哈内克 / 艾尔芙蕾德·耶利内克', '语言': [' 法语'], '制片国家/地区': ' 德国 / 波兰 / 法国 / 奥地利', '导演': ' 迈克尔·哈内克'}","['法国', '情色', '钢琴教师', '伦理', '法国电影', '奥地利', '2001', '电影']",7.4,54146
4168,刑场上的婚礼,"{'主演': [' 宋晓英 ', ' 李启民 ', ' 关长珠 ', ' 佟瑞敏 ', ' 匡平'], '上映日期': ' 1980', '编剧': ' 蔡元元 / 张义生 / 赵玉嵘', '语言': [' 汉语普通话'], '制片国家/地区': ' 中国大陆', '导演': ' 广布道尔基 / 蔡元元'}","['中国', '中国电影', '爱情', '战争', '老电影', '1980', '革命', '大陆']",6.9,54147
4169,荒原 第一季 Into the Badlands Season 1,"{'类型': [' 动作 ', ' 冒险'], '主演': [' 吴彦祖 ', ' 艾米丽·比查姆 ', ' 莎拉·伯格 ', ' 欧拉·布莱蒂 ', ' 马尔顿·索克斯 ', ' 阿拉米斯·奈特 ', ' 玛德琳·曼托克 ', ' 艾伦·霍尔曼 ', ' 史蒂芬·朗 ', ' 莫根·本诺特 ', ' 艾迪·盖瑟吉 ', ' 山姆·麦地那 ', ' 谢恩·格雷厄姆 ', ' 兰斯·E·尼克尔斯 ', ' 欧文·哈恩 ', ' 斯嘉丽特·米尔罗尼 ', ' 约翰斯·迈尔斯更多...'], '编剧': ' 艾尔弗雷德·高福 / Miles Millar / Michael Jones-Morales', '语言': [' 英语'], '制片国家/地区': ' 美国', '导演': ' 大卫·道金'}","['美剧', '吴彦祖', '动作', '美国', 'AMC', '电视剧', '看过的电视剧', '2015']",6.5,54148
4170,隧道尽头 Al final del túnel,"{'类型': [' 惊悚 ', ' 犯罪'], '主演': [' 莱昂纳多·斯巴拉格利亚 ', ' 克拉拉·拉戈 ', ' 费德里科·路皮 ', ' 巴勃罗·埃查里 ', ' 沃尔特·多纳多 ', ' 哈维尔·戈迪诺更多...'], '上映日期': ' 2016-04-21(阿根廷) / 2016-08-12(西班牙)', '编剧': ' 罗德里戈·格兰德', '语言': [' 西班牙语'], '制片国家/地区': ' 西班牙 / 阿根廷', '导演': ' 罗德里戈·格兰德'}","['犯罪', '悬疑', '西班牙', '惊悚', '剧情', '阿根廷', '2016', '抢劫银行']",7.3,54149
4171,去他*的世界 第一季 The End of the F***ing World Season 1,"{'类型': [' 剧情 ', ' 喜剧'], '主演': [' 杰西卡·巴登 ', ' 埃里克斯·劳瑟 ', ' 史蒂夫·奥拉姆 ', ' 乌米·马萨库 ', ' 杰克·维尔 ', ' 杰玛·韦兰 ', ' 克里斯汀·博顿利 ', ' 纳温·乔杜里 ', ' 乔纳森·阿里斯 ', ' 伊莲恩·戴维斯更多...'], '编剧': ' 查理·科维尔', '语言': [' 英语'], '制片国家/地区': ' 英国', '导演': ' 乔纳森·恩特威斯尔 / 露西·彻尼亚克'}","['英剧', '青春', '丧', '英国', '喜剧', '犯罪', '2017', '电视剧']",9.0,54150
4172,霰雪 Graupel Poetry,"{'类型': [' 剧情 ', ' 爱情 ', ' 悬疑 ', ' 同性'], '主演': [' 杨竣羽 ', ' 毛毅 ', ' 肇姝妹'], '上映日期': ' 2012-06-17(美国) / 2012-12-30(澳大利亚) / 2013-01-19(香港独立电影节)', '编剧': ' 夏思维', '语言': [' 汉语普通话'], '制片国家/地区': ' 香港', '导演': ' 夏思维'}","['同志', '爱情', '香港', '同性', 'Gay', '香港电影', '文艺', '电影']",6.3,54151
4173,我们之间 Onder Ons,"{'类型': [' 纪录片 ', ' 短片'], '上映日期': ' 2014-09-28(荷兰) / 2016-07(FIRST青年影展)', '编剧': ' 圭多·亨德里克斯', '语言': [' 荷兰语'], '制片国家/地区': ' 荷兰', '导演': ' 圭多·亨德里克斯'}","['纪录片', 'FIRST', '荷兰', '短片', '第十届First青年影展', '紀錄片', '2016', '荷蘭']",6.8,54152
4174,"明月守护者 Mune, le gardien de la lune","{'类型': [' 动画'], '主演': [' 奥玛·希 ', ' 伊兹雅·海格林 ', ' 迈克尔·格雷戈里奥 ', ' 沙菲克·艾哈迈德 ', ' 费奥多尔·阿特金 ', ' 布瑞恩·德拉蒙德 ', ' 山姆·文森特 ', ' 伯努瓦·阿尔曼 ', ' 香农·阿奇更多...'], '上映日期': ' 2014-12-06(法国影像论坛) / 2015-10-14(法国)', '编剧': ' 杰罗姆·法斯腾 / 伯努瓦·菲利', '语言': [' 法语 ', ' 英语'], '制片国家/地区': ' 法国', '导演': ' 亚历山大·西伯恩 / 伯努瓦·菲利'}","['动画', '法国', '奇幻', '童话', '治愈系', '冒险', '2014', '成长']",8.3,54153
